Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team
14,28,Kyle Roy,33,2,7,9,0,0,28,1,M2 Florida Gulf Coast University
15,16,Colton Howard,33,4,4,8,0,0,26,0,M2 Florida Gulf Coast University
16,17,Joseph Saraceni,10,6,0,6,0,0,2,1,M2 Florida Gulf Coast University
17,10,Evan Maxey,25,2,3,5,0,0,12,0,M2 Florida Gulf Coast University
18,25,Anthony Eichhorn,13,0,5,5,0,0,8,0,M2 Florida Gulf Coast University
19,19,Jacob Verreault,28,1,3,4,0,0,6,0,M2 Florida Gulf Coast University
20,7,Robert Fogarty,21,0,2,2,0,0,4,0,M2 Florida Gulf Coast University
21,30,Shaun Hatton,1,0,1,1,0,0,0,0,M2 Florida Gulf Coast University
22,1,Jordan Bustard,31,0,0,0,0,0,2,0,M2 Florida Gulf Coast University
23,29,Joshua Welte,4,0,0,0,0,0,0,0,M2 Florida Gulf Coast University
0,25,Augie Burkhardt,18,16,18,34,4,0,12,1,M2 George Washington University
1,8,Alec Yerkovich,18,11,20,31,2,1,0,2,M2 George Washington University
2,92,Zach Arden,10,17,6,23,2,0,2,3,M2 George Washington University
3,7,Justin Storer,18,12,7,19,1,0,10,1,M2 George Washington University
4,11,Nick Karlsson,18,11,5,16,4,0,6,2,M2 George Washington University
5,21,Cooper May,17,10,5,15,2,1,12,1,M2 George Washington University
6,29,Grey Harral,16,9,6,15,0,0,24,0,M2 George Washington University
7,12,Eddie Tuohy,18,4,10,14,0,1,11,0,M2 George Washington University
8,1,Christian Fay,13,5,6,11,2,0,8,0,M2 George Washington University
9,17,Christopher Finkelstein,18,2,7,9,1,0,6,1,M2 George Washington University
10,44,Samuel Kirby,18,2,7,9,0,0,6,0,M2 George Washington University
11,24,Jack McGeary,18,0,7,7,0,0,6,0,M2 George Washington University
12,84,Zach Satin,5,1,3,4,0,0,2,1,M2 George Washington University
13,19,Diego Rebollar,16,1,1,2,0,0,8,0,M2 George Washington University
14,20,Hadi Sultan,10,1,1,2,0,0,0,0,M2 George Washington University
15,2,Joseph Frongillo,18,1,0,1,0,0,0,0,M2 George Washington University
16,27,Sam Powers,3,1,0,1,0,0,6,1,M2 George Washington University
17,30,Zachary Lesniakowski,5,0,1,1,0,0,0,0,M2 George Washington University
18,82,Brian Gray,4,0,1,1,0,0,0,0,M2 George Washington University
19,33,Graham Roy,7,0,0,0,0,0,0,0,M2 George Washington University
20,42,David Neu,6,0,0,0,0,0,0,0,M2 George Washington University
21,83,Conor Franz,4,0,0,0,0,0,0,0,M2 George Washington University
22,0,Error DoNotUse,0,0,0,0,0,0,0,0,M2 George Washington University
0,20,Nick Gallo,13,9,11,20,3,0,2,1,M2 Georgetown University
1,9,William Joe Cooley,11,7,5,12,1,0,23,0,M2 Georgetown University
2,15,Rob Churchill,13,4,8,12,0,0,20,0,M2 Georgetown University
3,12,George Brennan,13,6,4,10,2,0,11,0,M2 Georgetown University
4,3,Jack Angelini,13,4,5,9,0,0,16,1,M2 Georgetown University
5,4,Matt Gallo,13,3,6,9,1,0,6,1,M2 Georgetown University
6,11,William Overcash,13,3,4,7,0,0,6,1,M2 Georgetown University
7,5,Jack Cavanaugh,9,3,4,7,1,0,10,1,M2 Georgetown University
8,2,Adam Cookson,12,2,4,6,0,0,10,0,M2 Georgetown University
9,21,JP Ottariano,10,1,5,6,0,0,0,0,M2 Georgetown University
10,22,Dan Herdiech,13,2,2,4,0,0,4,1,M2 Georgetown University
11,18,Zach Shpilner,11,1,3,4,0,0,6,0,M2 Georgetown University
12,7,Connor Lindquist,12,0,2,2,0,0,14,0,M2 Georgetown University
13,19,Mike Miele,10,0,2,2,0,0,0,0,M2 Georgetown University
14,25,Francis Gialanella,13,1,0,1,0,0,4,0,M2 Georgetown University
15,6,Danny Griffin,1,1,0,1,0,0,0,0,M2 Georgetown University
16,24,Bobby Kelly,12,0,1,1,0,0,6,0,M2 Georgetown University
17,Six,Jeff Eaton,8,0,1,1,0,0,2,0,M2 Georgetown University
18,14,Cody Rorick,7,0,1,1,0,0,18,0,M2 Georgetown University
19,16,Alex Werner,1,0,1,1,0,0,0,0,M2 Georgetown University
20,10,Andrew Nestle,9,0,0,0,0,0,0,0,M2 Georgetown University
21,1,Ty Greenberg,8,0,0,0,0,0,2,0,M2 Georgetown University
22,17,Will Obrien,8,0,0,0,0,0,0,0,M2 Georgetown University
23,30,Josh Molder,8,0,0,0,0,0,0,0,M2 Georgetown University
24,8,Nick Marin,1,0,0,0,0,0,0,0,M2 Georgetown University
25,35,Jake Menz,1,0,0,0,0,0,0,0,M2 Georgetown University
0,26,Colan Fitzgerald,27,9,24,33,4,0,10,0,M2 Indiana University
1,8,Jack Jordan,26,10,17,27,4,0,16,0,M2 Indiana University
2,17,Vladislav Khrushch,23,16,8,24,5,2,24,2,M2 Indiana University
3,16,Cade Kenyon,27,9,10,19,3,0,16,2,M2 Indiana University
4,7,Everhett Grimes,16,9,8,17,3,2,4,1,M2 Indiana University
5,21,Adam Offenbach,27,7,8,15,2,0,4,0,M2 Indiana University
6,11,Christian Tschampel,27,7,7,14,3,0,8,2,M2 Indiana University
7,24,Jack Kissell,26,9,4,13,1,0,34,3,M2 Indiana University
8,20,John Cristiano,27,3,8,11,0,0,9,1,M2 Indiana University
9,29,Socrates Raftis,17,3,5,8,2,0,42,0,M2 Indiana University
10,4,Scott Berger,18,1,7,8,0,0,20,1,M2 Indiana University
11,13,Austin Eng,18,3,4,7,0,0,2,0,M2 Indiana University
12,6,Aidan Goodfellow,27,1,6,7,0,0,4,0,M2 Indiana University
13,22,Jack Null,26,5,1,6,0,0,47,0,M2 Indiana University
14,12,William Patton,26,2,3,5,2,0,8,0,M2 Indiana University
15,15,Carter Bonecutter,25,2,2,4,0,0,8,1,M2 Indiana University
16,18,Alek Shahbaz,26,2,1,3,0,0,16,0,M2 Indiana University
17,23,James Todaro,23,1,2,3,0,0,6,1,M2 Indiana University
18,3,James Georgiou,21,0,3,3,0,0,0,0,M2 Indiana University
19,9,Kirtis Hubbard,15,1,1,2,0,0,0,0,M2 Indiana University
20,19,Barrett McDaniel,26,0,2,2,0,0,20,0,M2 Indiana University
21,14,Josh Scharf,15,0,1,1,0,0,2,0,M2 Indiana University
22,30,Joseph Stebbins,11,0,0,0,0,0,2,0,M2 Indiana University
23,1,Cameron McNamara,10,0,0,0,0,0,0,0,M2 Indiana University
24,35,Stephen Gasior,7,0,0,0,0,0,0,0,M2 Indiana University
25,2,Ricky Miles,6,0,0,0,0,0,0,0,M2 Indiana University
26,31,Benjamin Zarembski,0,0,0,0,0,0,0,0,M2 Indiana University
0,23,Shane Davison,14,9,4,13,2,0,4,0,M2 James Madison University
1,69,Ian Rush,14,4,4,8,2,0,10,0,M2 James Madison University
2,11,John Boyle,12,4,2,6,1,0,10,0,M2 James Madison University
3,21,Mark Sangster,14,2,4,6,1,0,8,0,M2 James Madison University
4,22,Scott Oakman,14,2,4,6,0,0,10,0,M2 James Madison University
5,25,Nicholas Pumpelly,10,3,2,5,0,0,6,0,M2 James Madison University
6,0,Ethan Privman,7,3,1,4,0,0,4,0,M2 James Madison University
7,12,Collin Hurley,9,1,3,4,1,0,4,0,M2 James Madison University
8,77,Steven Baker,12,0,4,4,0,0,4,0,M2 James Madison University
9,74,Thomas Coiley,14,1,2,3,0,0,4,0,M2 James Madison University
10,0,Ryan Fox,11,1,1,2,0,0,4,0,M2 James Madison University
11,0,Daniel Toth,4,1,1,2,0,0,6,0,M2 James Madison University
12,41,Tom Harris,12,1,0,1,1,0,0,0,M2 James Madison University
13,0,Kyle Manuel,7,1,0,1,0,0,4,0,M2 James Madison University
14,28,Brendan Boyle,13,0,1,1,0,0,14,0,M2 James Madison University
15,0,Anthony Rego,10,0,1,1,0,0,4,0,M2 James Madison University
16,26,Zachary Baker,10,0,1,1,0,0,8,0,M2 James Madison University
17,0,Phillip Ruta,9,0,1,1,0,0,6,0,M2 James Madison University
18,0,Timothy Goeke,9,0,0,0,0,0,2,0,M2 James Madison University
19,12,Jack Stanley,9,0,0,0,0,0,4,0,M2 James Madison University
20,0,Evan Chang,8,0,0,0,0,0,2,0,M2 James Madison University
21,0,Cole Praver,5,0,0,0,0,0,0,0,M2 James Madison University
22,0,Joe Devine,3,0,0,0,0,0,4,0,M2 James Madison University
23,0,Sean Weirtheim,2,0,0,0,0,0,0,0,M2 James Madison University
24,30,Clay Napoli,2,0,0,0,0,0,0,0,M2 James Madison University
25,0,Kyle Heidt,1,0,0,0,0,0,0,0,M2 James Madison University
26,0,James Peters,0,0,0,0,0,0,0,0,M2 James Madison University
0,7,Blake Flanders,30,33,15,48,9,0,4,4,M2 Liberty University
1,19,Luke McFarlane,23,18,22,40,2,0,10,2,M2 Liberty University
2,4,Timothy Doe,28,15,18,33,4,1,0,5,M2 Liberty University
3,27,Alex Norwinski,30,10,22,32,5,0,18,1,M2 Liberty University
4,12,Peyton Nash,29,14,16,30,3,1,21,2,M2 Liberty University
5,8,Michael Niederer,19,6,22,28,2,0,16,0,M2 Liberty University
6,53,Drew Crilly,28,7,16,23,2,0,28,3,M2 Liberty University
7,10,Max Mitchell,27,4,17,21,1,0,16,2,M2 Liberty University
8,5,Charlie Wilkie,30,5,14,19,1,0,12,0,M2 Liberty University
9,18,Darren Carter,27,8,9,17,2,0,52,2,M2 Liberty University
10,14,Jerrell Campbell,27,7,8,15,1,0,0,1,M2 Liberty University
11,23,Jaime Ross,30,3,9,12,0,1,14,0,M2 Liberty University
12,13,JD George,28,3,9,12,1,0,30,0,M2 Liberty University
13,28,Ryley Richardson,29,2,9,11,0,0,6,1,M2 Liberty University
14,21,Justin Barstead,26,5,4,9,0,3,0,1,M2 Liberty University
15,15,Johnny Kettelle,20,4,4,8,0,0,4,0,M2 Liberty University
16,16,Aaron Partridge,30,1,6,7,1,0,10,0,M2 Liberty University
17,17,Josh Wagner,19,3,3,6,0,0,2,1,M2 Liberty University
18,6,Bryce Harrison,12,0,6,6,0,0,10,0,M2 Liberty University
19,26,Josh Malin,27,2,3,5,0,0,14,0,M2 Liberty University
20,2,Christian Sorensen,14,1,3,4,0,0,4,0,M2 Liberty University
21,11,William Fortugno,8,1,0,1,0,0,6,0,M2 Liberty University
22,29,Adam Partridge,14,0,1,1,0,0,0,0,M2 Liberty University
23,30,Dakota Cyhaniuk,17,0,0,0,0,0,0,0,M2 Liberty University
24,0,Caleb Toone,6,0,0,0,0,0,8,0,M2 Liberty University
0,18,Torsten Lee,31,17,34,51,5,0,12,1,M2 Miami University
1,27,Noah Klinsky,26,18,18,36,4,0,53,6,M2 Miami University
2,5,Jacob Schmitt,30,18,10,28,0,2,36,2,M2 Miami University
3,22,Jack Lipovich,30,9,16,25,7,0,20,0,M2 Miami University
4,4,Philip Smith,31,12,12,24,1,0,34,1,M2 Miami University
5,28,Hunter Wallace,30,9,11,20,2,0,32,1,M2 Miami University
6,17,Brendan Madson,31,6,14,20,1,1,6,0,M2 Miami University
7,26,Zach Katz,24,10,5,15,1,0,2,3,M2 Miami University
8,6,Kov Herdic,19,7,7,14,0,0,4,1,M2 Miami University
9,14,Nick Kuraly,30,6,8,14,0,1,10,1,M2 Miami University
10,15,Joey Jenkins,28,8,5,13,1,0,12,0,M2 Miami University
11,19,Daniel Mcgeever,30,7,4,11,1,0,20,1,M2 Miami University
12,23,Drew Bishop,31,1,8,9,0,0,28,0,M2 Miami University
13,20,Noah Tilton,31,2,6,8,0,0,14,0,M2 Miami University
14,9,Quin Cronin,29,0,8,8,0,0,13,0,M2 Miami University
15,3,Joe Gammicchia,30,1,6,7,0,0,18,0,M2 Miami University
16,8,Jack Sullivan,12,3,3,6,0,0,20,0,M2 Miami University
17,12,Ryan Jenkins,29,2,3,5,1,0,8,1,M2 Miami University
18,21,Luca Foglio,21,1,4,5,1,0,22,0,M2 Miami University
19,0,William Lincoln,12,2,2,4,0,0,4,0,M2 Miami University
20,29,Colt Hanks,19,0,2,2,0,0,0,0,M2 Miami University
21,10,George Hanley,15,0,1,1,0,0,6,0,M2 Miami University
22,30,Ben Camp,11,0,0,0,0,0,0,0,M2 Miami University
23,1,Daniel Karasick,7,0,0,0,0,0,0,0,M2 Miami University
0,20,TYLER BROWNE,24,9,12,21,4,0,12,1,M2 Millersville University
1,21,DAVID ANDREWS,28,13,5,18,7,0,67,2,M2 Millersville University
2,12,JACK DREISBACH,30,6,7,13,0,1,12,0,M2 Millersville University
3,5,DENNIS KOHAJDA,30,8,4,12,1,0,52,2,M2 Millersville University
4,58,BRENDEN WARD,29,7,5,12,1,0,14,0,M2 Millersville University
5,23,TYLER POULIN,11,4,8,12,0,0,8,0,M2 Millersville University
6,15,CHRISTOPHER KING,31,5,6,11,0,0,46,1,M2 Millersville University
7,77,NIKLAS LATRONICA,31,4,5,9,0,0,36,1,M2 Millersville University
8,13,Christopher Henn,9,3,6,9,0,0,66,0,M2 Millersville University
9,44,TRAVIS TUSON,28,3,5,8,1,0,28,0,M2 Millersville University
10,10,BRETT VACARELO,30,2,4,6,1,0,84,0,M2 Millersville University
11,42,CODY LEISEY,31,2,3,5,0,0,10,0,M2 Millersville University
12,24,MICHAEL CARRELLI,31,2,2,4,0,0,55,0,M2 Millersville University
13,79,CURTIS JONES,31,0,4,4,0,0,55,0,M2 Millersville University
14,18,BRYAN MCGILLIN,26,1,2,3,0,0,4,0,M2 Millersville University
15,19,JACOB SHUGAR,32,1,1,2,0,0,2,1,M2 Millersville University
16,72,JARRETT TREXLER,22,1,1,2,0,0,8,0,M2 Millersville University
17,88,DYLAN NASSOIY,26,0,2,2,0,0,27,0,M2 Millersville University
18,34,GARRET BALDACCI,25,0,2,2,0,0,0,0,M2 Millersville University
19,9,Griffin Helm,10,0,2,2,0,0,4,0,M2 Millersville University
20,81,SEAN WOLK,27,0,1,1,0,0,26,0,M2 Millersville University
21,63,MATHIEU SCHROEDER,8,0,0,0,0,0,2,0,M2 Millersville University
22,25,Justin Kocis,2,0,0,0,0,0,0,0,M2 Millersville University
0,17,Richard Sabbagh,17,11,12,23,2,0,30,2,M2 Monmouth University
1,63,Donald Califano,15,8,12,20,0,0,6,1,M2 Monmouth University
2,93,Zachary Zamora,17,5,12,17,2,0,10,0,M2 Monmouth University
3,3,Todd Zellars,18,5,10,15,1,0,0,0,M2 Monmouth University
4,0,Anthony Starzi,5,6,4,10,0,0,2,1,M2 Monmouth University
5,5,Thomas Ashmore,18,3,7,10,0,0,2,0,M2 Monmouth University
6,9,Robert Goehring,15,2,5,7,0,0,0,0,M2 Monmouth University
7,21,Nicholas Smythe,17,4,2,6,0,0,6,0,M2 Monmouth University
8,88,Aidan Kroncke,13,4,2,6,0,1,10,0,M2 Monmouth University
9,91,Michael Gauthier,18,3,3,6,0,0,6,0,M2 Monmouth University
10,27,Christopher Falzone,17,1,4,5,0,0,24,0,M2 Monmouth University
11,66,Joseph Vondollen,13,1,4,5,0,0,4,0,M2 Monmouth University
12,28,Michael Russ,18,0,4,4,0,0,16,0,M2 Monmouth University
13,25,Joseph Scanlon,16,1,2,3,0,0,58,0,M2 Monmouth University
14,7,Thomas Amen,18,1,0,1,0,0,6,0,M2 Monmouth University
15,11,Steven Melms,18,0,1,1,0,0,2,0,M2 Monmouth University
16,8,Owen Harper,17,0,1,1,0,0,37,0,M2 Monmouth University
17,10,David Weichert,18,0,0,0,0,0,2,0,M2 Monmouth University
18,13,Ryan Hirsch,18,0,0,0,0,0,2,0,M2 Monmouth University
19,74,Carson Rooney,12,0,0,0,0,0,4,0,M2 Monmouth University
20,14,Brandon Rymarzow,11,0,0,0,0,0,10,0,M2 Monmouth University
21,0,Gregory Wanamaker,8,0,0,0,0,0,0,0,M2 Monmouth University
22,22,Adedolapo Oyefeso,8,0,0,0,0,0,0,0,M2 Monmouth University
23,29,Anthony Gizzi,6,0,0,0,0,0,0,0,M2 Monmouth University
24,32,Jake Frontera,4,0,0,0,0,0,0,0,M2 Monmouth University
25,33,Noah Goldberg,4,0,0,0,0,0,2,0,M2 Monmouth University
26,0,Ryan Crane,2,0,0,0,0,0,0,0,M2 Monmouth University
0,24,Michael Caufield,23,25,11,36,7,0,28,0,M2 New Jersey Institute Technology
1,6,James Lyle,21,7,18,25,4,2,62,0,M2 New Jersey Institute Technology
2,19,Dalton Smith,21,6,8,14,4,0,6,0,M2 New Jersey Institute Technology
3,3,Ted Lee,23,4,10,14,1,0,16,1,M2 New Jersey Institute Technology
4,17,Matthew Sendecki,23,4,4,8,0,0,8,0,M2 New Jersey Institute Technology
5,21,Samuel Porter,15,2,4,6,1,0,0,0,M2 New Jersey Institute Technology
6,34,Jason Applin,13,1,5,6,0,0,6,0,M2 New Jersey Institute Technology
7,25,Michael Wright,22,1,4,5,1,0,6,1,M2 New Jersey Institute Technology
8,29,Dennis Sikorjak,22,1,4,5,0,0,55,0,M2 New Jersey Institute Technology
9,8,Jeffrey Patterson,23,3,1,4,1,0,6,1,M2 New Jersey Institute Technology
10,30,Joseph Cudia,22,0,2,2,0,0,14,0,M2 New Jersey Institute Technology
11,5,Christian Culp,15,1,0,1,0,0,18,0,M2 New Jersey Institute Technology
12,41,Martin Paro,10,0,0,0,0,0,0,0,M2 New Jersey Institute Technology
13,65,Matthew Altomare,9,0,0,0,0,0,0,0,M2 New Jersey Institute Technology
14,31,Jared Mehl,7,0,0,0,0,0,4,0,M2 New Jersey Institute Technology
15,1,Brian Byrnes,6,0,0,0,0,0,0,0,M2 New Jersey Institute Technology
0,27,Chris Solomon,21,26,23,49,7,0,4,2,M2 North Carolina State University
1,25,Parker Szarek,23,18,21,39,1,1,0,3,M2 North Carolina State University
2,23,Laythe Jadallah,23,14,25,39,1,1,12,1,M2 North Carolina State University
3,21,Alex Robinson,23,19,17,36,5,0,2,2,M2 North Carolina State University
4,11,Riley Johnson,22,14,21,35,4,0,6,2,M2 North Carolina State University
5,19,Eric Todd,22,13,15,28,1,2,20,0,M2 North Carolina State University
6,12,Matt Miller,23,8,17,25,0,0,24,2,M2 North Carolina State University
7,18,Cam Mazikowski,21,5,18,23,0,0,38,0,M2 North Carolina State University
8,28,Ian ORourke,23,6,15,21,1,0,33,2,M2 North Carolina State University
9,29,Victor Hugo,23,4,17,21,0,0,12,1,M2 North Carolina State University
10,22,Ryan Kinney,20,12,6,18,0,1,4,0,M2 North Carolina State University
11,17,Garrett Auriene,23,6,11,17,0,0,6,2,M2 North Carolina State University
12,24,Devin Halko,23,3,13,16,1,0,17,0,M2 North Carolina State University
13,8,Nikita Anistratov,12,5,7,12,0,0,29,2,M2 North Carolina State University
14,5,Ricky Frosch,21,0,8,8,0,0,4,0,M2 North Carolina State University
15,26,Colby Pederson,7,5,2,7,0,1,6,0,M2 North Carolina State University
16,14,Brendan Seppey,18,3,4,7,0,0,12,0,M2 North Carolina State University
17,16,Owen Drugan,19,1,6,7,0,0,2,0,M2 North Carolina State University
18,7,Matt Costigan,12,4,2,6,1,0,4,1,M2 North Carolina State University
19,4,Alex Katz,12,1,3,4,0,0,4,0,M2 North Carolina State University
20,10,Joey Davidson,20,1,1,2,0,0,4,0,M2 North Carolina State University
21,13,Alex Fong,5,1,0,1,0,0,0,0,M2 North Carolina State University
22,6,Miles Ferrone,4,0,1,1,0,0,2,0,M2 North Carolina State University
23,3,Gavin Bathgate,15,0,0,0,0,0,2,0,M2 North Carolina State University
24,42,Joshua Cannon,11,0,0,0,0,0,0,0,M2 North Carolina State University
25,39,Ian Hutchison,7,0,0,0,0,0,0,0,M2 North Carolina State University
26,33,Griffin Hunt,3,0,0,0,0,0,0,0,M2 North Carolina State University
27,1,Jess Tart,2,0,0,0,0,0,0,0,M2 North Carolina State University
28,26,Ethan Schwartz,2,0,0,0,0,0,2,0,M2 North Carolina State University
29,26,Jake Doran,0,0,0,0,0,0,0,0,M2 North Carolina State University
0,20,Jacob Clark,20,17,11,28,2,0,8,1,M2 Ohio State University
1,16,JP Shimko,21,9,19,28,0,0,2,1,M2 Ohio State University
2,11,Charles Klenkar,23,12,13,25,4,0,24,1,M2 Ohio State University
3,21,Hakan Salt,18,16,5,21,4,0,8,1,M2 Ohio State University
4,15,Jordan Hoy,23,11,4,15,1,0,10,5,M2 Ohio State University
5,19,Jake Cimarusti,23,5,10,15,1,0,30,0,M2 Ohio State University
6,7,Sam Gross,23,3,12,15,0,0,2,0,M2 Ohio State University
7,10,Dennis Ruppe,23,5,9,14,0,0,16,0,M2 Ohio State University
8,6,Nick Schantz,21,5,7,12,1,0,30,1,M2 Ohio State University
9,25,Chris Revnew,21,5,5,10,0,0,8,1,M2 Ohio State University
10,22,Jack Henry Muha,23,7,2,9,0,0,18,3,M2 Ohio State University
11,14,Jack Lineberry,22,2,7,9,1,0,2,0,M2 Ohio State University
12,12,Brandon Kwestel,14,5,2,7,0,0,0,2,M2 Ohio State University
13,24,Andrew Ebersol,18,3,4,7,1,0,21,0,M2 Ohio State University
14,9,Brian Brown,16,2,4,6,0,0,18,0,M2 Ohio State University
15,2,Justyn Segarra,18,1,5,6,1,0,21,0,M2 Ohio State University
16,3,Alex Vineyard,20,2,2,4,0,0,6,0,M2 Ohio State University
17,13,Alex Hoyen,9,0,4,4,0,0,2,0,M2 Ohio State University
18,4,Joey Luffy,11,0,2,2,0,0,0,0,M2 Ohio State University
19,18,Jimmy Gold,9,0,2,2,0,0,2,0,M2 Ohio State University
20,30,Declan Rooney,13,0,0,0,0,0,0,0,M2 Ohio State University
21,29,Jeff Hubbard,12,0,0,0,0,0,4,0,M2 Ohio State University
22,23,Ryan Antkowiak,11,0,0,0,0,0,2,0,M2 Ohio State University
23,17,Patrick Graney,9,0,0,0,0,0,0,0,M2 Ohio State University
24,37,Neven Dyer,9,0,0,0,0,0,0,0,M2 Ohio State University
25,1,Jakhari Desphy,2,0,0,0,0,0,0,0,M2 Ohio State University
0,0,Nicholas Carretta,23,11,11,22,4,0,4,1,M2 Ohio University
1,0,Brendan Cullura,21,5,12,17,0,0,41,1,M2 Ohio University
2,0,Mason Yenchar,13,11,5,16,6,0,22,1,M2 Ohio University
3,0,Ryan Bruss,23,12,3,15,1,0,35,2,M2 Ohio University
4,0,Mason Schmitt,13,6,8,14,3,0,33,0,M2 Ohio University
5,0,Patrick Daniels,23,1,10,11,0,0,56,1,M2 Ohio University
6,0,Cody Obrien,21,8,1,9,1,0,44,0,M2 Ohio University
7,0,Tyler Cerankowski,22,4,5,9,0,1,34,0,M2 Ohio University
8,0,Hayden Ripley,19,4,5,9,0,0,12,1,M2 Ohio University
9,0,Connor Koncelik,19,3,6,9,2,1,7,0,M2 Ohio University
10,0,Patrick Odonohoe,22,0,9,9,0,0,28,0,M2 Ohio University
11,0,Theodore Stueber,15,6,2,8,3,0,6,2,M2 Ohio University
12,0,Adam Meister,19,2,6,8,2,0,12,0,M2 Ohio University
13,0,Alec Weaver,22,2,5,7,0,0,4,0,M2 Ohio University
14,0,Jake Dukovac,21,1,6,7,0,0,18,0,M2 Ohio University
15,0,Jack Struwing,22,5,1,6,0,0,4,1,M2 Ohio University
16,0,Brendan Sano,22,1,3,4,0,0,22,0,M2 Ohio University
17,0,James Franzis,7,1,3,4,0,0,12,0,M2 Ohio University
18,0,Jared Aslaksen,16,1,2,3,0,0,0,0,M2 Ohio University
19,0,Sebastian Beal,12,2,0,2,0,0,12,0,M2 Ohio University
20,0,John Lawless,16,1,1,2,0,0,4,0,M2 Ohio University
21,0,Charlie Garnett,13,1,1,2,0,0,20,0,M2 Ohio University
22,0,Ryan Dunning,12,0,0,0,0,0,2,0,M2 Ohio University
23,0,Sean Hare,10,0,0,0,0,0,0,0,M2 Ohio University
24,0,Daniel Lafontaine,4,0,0,0,0,0,0,0,M2 Ohio University
25,0,Gram Doherty,2,0,0,0,0,0,0,0,M2 Ohio University
26,0,Austin Burns,0,0,0,0,0,0,0,0,M2 Ohio University
0,97,Matt Wikman,18,13,14,27,2,0,6,3,M2 Penn State University
1,3,Brendan Horgas,20,4,21,25,1,0,31,0,M2 Penn State University
2,11,Ryan Long,21,12,11,23,1,0,29,3,M2 Penn State University
3,91,Joe Delaurentis,20,5,13,18,0,0,4,1,M2 Penn State University
4,5,Dylan Mclaughlin,19,8,8,16,2,0,36,0,M2 Penn State University
5,27,Dayton Collins,20,8,5,13,2,1,4,1,M2 Penn State University
6,13,Ian Strasinski,20,8,4,12,2,1,32,2,M2 Penn State University
7,26,Maxim Lesnikov,20,6,5,11,0,0,17,1,M2 Penn State University
8,23,Wade Ashford,18,5,6,11,0,0,13,0,M2 Penn State University
9,12,Brian Nelson,18,5,5,10,0,0,8,0,M2 Penn State University
10,44,Joseph Delia,12,1,8,9,1,0,8,0,M2 Penn State University
11,8,Matt Owens,18,4,4,8,0,1,21,0,M2 Penn State University
12,42,Nathaniel Schuman,21,0,5,5,0,0,28,0,M2 Penn State University
13,96,Christian Caparelli,16,2,2,4,0,1,4,0,M2 Penn State University
14,51,Steve Avellino,15,2,2,4,0,0,0,0,M2 Penn State University
15,2,Sammy Entabi,19,1,3,4,0,0,10,0,M2 Penn State University
16,22,Thomas Worcester,12,1,3,4,0,0,2,0,M2 Penn State University
17,14,Adam Johnson,15,0,4,4,0,0,14,0,M2 Penn State University
18,16,Tanner Blacker,11,0,3,3,0,0,4,0,M2 Penn State University
19,29,Andrey Alipov,4,0,3,3,0,0,4,0,M2 Penn State University
20,47,Brian Greene,18,1,1,2,0,0,8,0,M2 Penn State University
21,4,John Breznicky,15,0,1,1,0,0,10,0,M2 Penn State University
22,7,Brendan Gertz,10,0,1,1,0,0,2,0,M2 Penn State University
23,1,Anthony Dominick,9,0,0,0,0,0,0,0,M2 Penn State University
24,39,Richard Karapandi,7,0,0,0,0,0,2,0,M2 Penn State University
25,32,Alex Gadowski,3,0,0,0,0,0,0,0,M2 Penn State University
26,9,Cam Duncan,1,0,0,0,0,0,0,0,M2 Penn State University
27,19,Craig Bahrs,0,0,0,0,0,0,0,0,M2 Penn State University
0,0,Nicholas Cefalu,13,21,6,27,2,0,8,2,M2 Princeton University
1,0,Maximilian Garlock,14,4,8,12,0,0,32,0,M2 Princeton University
2,0,Kevin Flahive,16,3,7,10,0,0,4,0,M2 Princeton University
3,0,Mason Wasserman,11,5,3,8,0,0,2,0,M2 Princeton University
4,0,Kai Chong Smith,5,1,5,6,0,0,9,0,M2 Princeton University
5,0,Alexander Ban,14,3,2,5,1,0,18,0,M2 Princeton University
6,0,Evan Majic,17,1,4,5,0,0,4,0,M2 Princeton University
7,0,Teague Tomesh,16,1,4,5,1,0,14,0,M2 Princeton University
8,0,Samuel Fendler,12,1,4,5,0,0,6,0,M2 Princeton University
9,10,Julian Coleman,1,1,2,3,0,0,0,0,M2 Princeton University
10,0,Christoph Kehle,2,0,2,2,0,0,2,0,M2 Princeton University
11,0,Matthew Adler,7,1,0,1,1,0,6,0,M2 Princeton University
12,0,Andrew Berg,1,1,0,1,0,0,9,0,M2 Princeton University
13,10,John High,2,0,1,1,0,0,2,0,M2 Princeton University
14,13,Liam Parker,2,0,1,1,0,0,2,0,M2 Princeton University
15,0,Benjamin Crewe,16,0,0,0,0,0,0,0,M2 Princeton University
16,0,Matthew Kuenne,12,0,0,0,0,0,4,0,M2 Princeton University
17,0,William Hunt,5,0,0,0,0,0,0,0,M2 Princeton University
18,0,Benjamin Lowe,4,0,0,0,0,0,0,0,M2 Princeton University
19,0,Karl Jackson,3,0,0,0,0,0,0,0,M2 Princeton University
20,0,Kiersten Marr,2,0,0,0,0,0,0,0,M2 Princeton University
21,0,Molly Aguina,1,0,0,0,0,0,0,0,M2 Princeton University
22,0,Eve Brewer,0,0,0,0,0,0,0,0,M2 Princeton University
0,19,Christopher Walako,27,22,26,48,3,2,25,5,M2 Rider University
