Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team
21,32.0,Rodney Peterson,9,0,1,1,0,0,0,0,M2 University of Oregon
22,24.0,Ben Payne,4,0,1,1,0,0,4,0,M2 University of Oregon
23,1.0,Grayson Parkes,16,0,0,0,0,0,0,0,M2 University of Oregon
24,31.0,Travis Green,2,0,0,0,0,0,0,0,M2 University of Oregon
25,0.0,Paiute Morrison,0,0,0,0,0,0,0,0,M2 University of Oregon
26,,Jake Alshammiry,0,0,0,0,0,0,0,0,M2 University of Oregon
0,9,Cooper Page,31,19,23,42,3,0,26,4,M2 University of Providence
1,7,Cody Hendrickson,31,11,28,39,4,0,10,1,M2 University of Providence
2,22,Jakob Stevenson,32,13,25,38,1,1,24,2,M2 University of Providence
3,6,Levi Anderson,29,16,17,33,6,0,21,3,M2 University of Providence
4,27,Will Wright,32,11,13,24,3,2,18,1,M2 University of Providence
5,24,Kyler Mack,27,13,10,23,4,0,36,2,M2 University of Providence
6,81,Reed Link,31,7,16,23,2,1,33,1,M2 University of Providence
7,15,Leo Felt,24,10,12,22,4,0,16,1,M2 University of Providence
8,23,Taylor Mccall,32,9,12,21,2,1,18,1,M2 University of Providence
9,18,Josh Larson,17,9,8,17,1,0,36,2,M2 University of Providence
10,17,Erik Gatson,30,3,10,13,0,0,16,1,M2 University of Providence
11,53,Trevor Checketts,29,5,7,12,3,0,14,1,M2 University of Providence
12,8,Gabriel Kwiatkowski,30,4,7,11,0,2,22,0,M2 University of Providence
13,14,Jamison Mcclain,30,3,6,9,1,0,10,0,M2 University of Providence
14,5,Frankie Torrez,20,4,4,8,0,0,10,0,M2 University of Providence
15,25,Tyler Mccarry,30,2,6,8,0,0,10,0,M2 University of Providence
16,21,Brendan Sedgwick,31,3,3,6,0,0,17,1,M2 University of Providence
17,0,Levi Anderson,2,3,0,3,1,0,0,0,M2 University of Providence
18,19,Michael Welch,20,1,2,3,0,0,0,1,M2 University of Providence
19,20,Dawson Smith,13,1,1,2,0,0,4,0,M2 University of Providence
20,2,Liam Sedgwick,14,0,1,1,0,0,2,0,M2 University of Providence
21,30,Tristan Lewis,20,0,0,0,0,0,0,0,M2 University of Providence
22,1,Jacob Fry,9,0,0,0,0,0,2,0,M2 University of Providence
23,40,Owen Obrien,4,0,0,0,0,0,0,0,M2 University of Providence
24,31,Connor Olson,1,0,0,0,0,0,0,0,M2 University of Providence
25,10,Hunter Borst,0,0,0,0,0,0,0,0,M2 University of Providence
26,28,Jason Wenzel,0,0,0,0,0,0,0,0,M2 University of Providence
0,9,Basi Morand,18,20,29,49,0,0,4,1,M2 University of San Diego
1,97,Brett Roenick,14,15,30,45,2,0,0,3,M2 University of San Diego
2,86,Holden Fry,17,24,15,39,3,0,2,3,M2 University of San Diego
3,27,Patrick Routzon,15,8,13,21,0,0,11,0,M2 University of San Diego
4,92,Brendan Kelly,18,3,5,8,0,0,2,1,M2 University of San Diego
5,21,Nikko Ebbole,11,5,2,7,1,0,2,1,M2 University of San Diego
6,18,Torban Pearson,11,2,5,7,0,0,4,0,M2 University of San Diego
7,12,Sam Shrout,7,3,3,6,0,0,0,0,M2 University of San Diego
8,17,Declan Lane,16,2,4,6,0,0,2,0,M2 University of San Diego
9,7,Eric Rataczak,12,1,4,5,0,0,0,0,M2 University of San Diego
10,74,Zane Breier,17,1,3,4,0,0,2,0,M2 University of San Diego
11,66,Benjamin Foote,16,1,3,4,0,0,0,0,M2 University of San Diego
12,14,Brendan Pagani,3,1,1,2,0,0,0,0,M2 University of San Diego
13,38,Matt Hendrickson,12,0,1,1,0,0,2,0,M2 University of San Diego
14,31,Colton Tanaka,18,0,0,0,0,0,0,0,M2 University of San Diego
0,21.0,Andrew Philps,21,17,14,31,2,0,22,1,M2 University of Southern Cal.
1,20.0,Aaron Brownell,20,13,6,19,1,0,26,0,M2 University of Southern Cal.
2,9.0,Andre Voloshin,14,4,13,17,0,0,48,0,M2 University of Southern Cal.
3,24.0,Alex Malone,12,5,11,16,1,0,28,0,M2 University of Southern Cal.
4,25.0,Jacob Rutzick,12,3,5,8,2,0,8,0,M2 University of Southern Cal.
5,6.0,Noah Aulerich,15,2,6,8,0,0,16,0,M2 University of Southern Cal.
6,3.0,Michael Polsky,17,4,2,6,0,0,35,0,M2 University of Southern Cal.
7,16.0,Augustus Buzby,17,3,3,6,1,0,65,0,M2 University of Southern Cal.
8,0.0,John Medillo,4,2,3,5,1,0,2,0,M2 University of Southern Cal.
9,29.0,Aden Dinning,13,0,4,4,0,0,17,0,M2 University of Southern Cal.
10,10.0,Philip Tannfelt,11,2,1,3,0,0,0,0,M2 University of Southern Cal.
11,4.0,Jack Abramowich,4,2,1,3,0,0,0,0,M2 University of Southern Cal.
12,28.0,Nicholas Friedland,17,1,2,3,1,0,2,0,M2 University of Southern Cal.
13,12.0,Samuel Frazer,6,1,2,3,0,0,25,0,M2 University of Southern Cal.
14,26.0,Jonathan Chandler,14,0,3,3,0,0,30,0,M2 University of Southern Cal.
15,17.0,Jacob Abene,11,0,2,2,0,0,0,0,M2 University of Southern Cal.
16,19.0,Felix Goldwasser,15,0,1,1,0,0,14,0,M2 University of Southern Cal.
17,5.0,Charlie Ma,12,0,1,1,0,0,2,0,M2 University of Southern Cal.
18,32.0,Jonathan Kubiak,5,0,1,1,0,0,12,0,M2 University of Southern Cal.
19,2.0,Nicholas Brzezinski,4,0,1,1,0,0,10,0,M2 University of Southern Cal.
20,7.0,James Koch,1,0,1,1,0,0,0,0,M2 University of Southern Cal.
21,31.0,Cameron Podd,16,0,0,0,0,0,2,0,M2 University of Southern Cal.
22,13.0,Jinsoo Yi,8,0,0,0,0,0,14,0,M2 University of Southern Cal.
23,18.0,Danial Venema,4,0,0,0,0,0,0,0,M2 University of Southern Cal.
24,1.0,Jared Levine,3,0,0,0,0,0,0,0,M2 University of Southern Cal.
25,14.0,Thomas Siggins,3,0,0,0,0,0,2,0,M2 University of Southern Cal.
26,,Charlie Rothschild,3,0,0,0,0,0,0,0,M2 University of Southern Cal.
27,8.0,Harrison Valner,2,0,0,0,0,0,2,0,M2 University of Southern Cal.
28,32.0,Jonathan Kubiak,2,0,0,0,0,0,0,0,M2 University of Southern Cal.
29,27.0,Keegan Jones,1,0,0,0,0,0,0,0,M2 University of Southern Cal.
30,,Ryley Aumann,0,0,0,0,0,0,0,0,M2 University of Southern Cal.
31,,Marius Bell,0,0,0,0,0,0,0,0,M2 University of Southern Cal.
32,,Billy Blase,0,0,0,0,0,0,0,0,M2 University of Southern Cal.
33,,Jasper Fisher,0,0,0,0,0,0,0,0,M2 University of Southern Cal.
0,10,Nicolas Samadian,19,18,18,36,6,0,38,1,M2 University of Texas
1,22,Steven Kroleski,20,10,11,21,1,0,40,2,M2 University of Texas
2,28,Ethan Chun,16,9,12,21,2,0,32,0,M2 University of Texas
3,14,Michael Fernandes,17,10,2,12,0,0,16,1,M2 University of Texas
4,4,Kenneth Meyer,16,5,7,12,1,0,14,2,M2 University of Texas
5,11,Thomas Wehmann,15,3,6,9,2,0,36,1,M2 University of Texas
6,23,Reilly Mango,21,3,4,7,1,0,6,0,M2 University of Texas
7,16,Kevin Chen,12,3,4,7,0,0,0,0,M2 University of Texas
8,5,Nick Remelius,15,2,5,7,0,0,22,0,M2 University of Texas
9,18,Mathew Tucciarone,15,2,5,7,1,0,4,1,M2 University of Texas
10,44,Harold Chung,15,2,5,7,0,0,21,0,M2 University of Texas
11,15,Armaan Jivraj,13,2,4,6,0,0,4,0,M2 University of Texas
12,12,Cole Mensch,21,4,1,5,0,0,4,1,M2 University of Texas
13,6,Jonas Traweek,21,1,4,5,0,0,14,1,M2 University of Texas
14,24,Oleg Peliusenok,21,2,2,4,0,0,40,0,M2 University of Texas
15,17,Michael Esposito,12,1,1,2,0,0,0,0,M2 University of Texas
16,51,Jason Luong,10,1,0,1,0,0,2,0,M2 University of Texas
17,0,Lorenzo Baldwin,4,0,1,1,0,0,2,0,M2 University of Texas
18,1,Sean Triece,3,0,1,1,0,0,0,0,M2 University of Texas
19,31,Sean Kuehn,11,0,0,0,0,0,0,0,M2 University of Texas
20,33,Jackson Hicks,5,0,0,0,0,0,0,0,M2 University of Texas
21,0,Michael Hildner,2,0,0,0,0,0,2,0,M2 University of Texas
22,9,Nolan Burdett,0,0,0,0,0,0,0,0,M2 University of Texas
0,21,Austin Simpson,23,33,41,74,6,7,26,5,M2 University of Texas-El Paso
1,17,Matt Sanca,26,23,37,60,3,1,29,3,M2 University of Texas-El Paso
2,15,Donald Alchin,23,27,29,56,1,3,114,3,M2 University of Texas-El Paso
3,7,Carlo Wittor,26,29,25,54,2,1,67,3,M2 University of Texas-El Paso
4,10,Dominik Taras,24,21,30,51,2,1,69,2,M2 University of Texas-El Paso
5,23,Jake Kopinski,25,3,31,34,0,1,83,0,M2 University of Texas-El Paso
6,19,Jon Sanca,26,8,16,24,3,0,26,0,M2 University of Texas-El Paso
7,22,Jayden Ritchie,15,8,11,19,6,0,26,2,M2 University of Texas-El Paso
8,13,Jorge Duenas Abin,25,6,10,16,3,1,79,0,M2 University of Texas-El Paso
9,8,Fabian Calderon,26,7,7,14,1,2,4,1,M2 University of Texas-El Paso
10,18,Jason Moore,14,6,5,11,2,0,10,1,M2 University of Texas-El Paso
11,9,Nicholas Fabian Perez,26,4,7,11,0,0,42,0,M2 University of Texas-El Paso
12,4,Matthew Cap,18,2,3,5,1,0,20,0,M2 University of Texas-El Paso
13,2,Keenan Conaty,20,3,1,4,0,0,2,1,M2 University of Texas-El Paso
14,20,Dominic Foggia,10,0,4,4,0,0,16,0,M2 University of Texas-El Paso
15,5,Kevin Duncan,2,2,0,2,1,0,2,1,M2 University of Texas-El Paso
16,30,John Luke Prystayko,8,0,2,2,0,0,0,0,M2 University of Texas-El Paso
17,30,John Prystayko,2,1,0,1,0,0,0,0,M2 University of Texas-El Paso
18,31,Scott Kasaboski,14,0,0,0,0,0,0,0,M2 University of Texas-El Paso
19,33,Trevor Buckmeier,4,0,0,0,0,0,5,0,M2 University of Texas-El Paso
20,24,Quincy Childress,0,0,0,0,0,0,0,0,M2 University of Texas-El Paso
0,13,Connor Nehls,26,14,17,31,3,0,18,1,M2 University of Washington
1,16,Eric Prigodich,27,15,14,29,0,0,48,1,M2 University of Washington
2,10,Aaron Morris,26,17,10,27,2,0,47,2,M2 University of Washington
3,88,Konsta Jaske,27,12,11,23,1,0,56,0,M2 University of Washington
4,9,Jonathan White,27,7,12,19,2,0,44,0,M2 University of Washington
5,95,Trevor Garrood,23,5,13,18,0,0,0,0,M2 University of Washington
6,14,Evan Bodenstab,27,5,12,17,0,0,0,0,M2 University of Washington
7,17,Kai Farmer,15,4,9,13,1,0,4,0,M2 University of Washington
8,2,Jacob Stevens Haas,18,4,4,8,0,0,4,0,M2 University of Washington
9,59,Gurjepaul Brar,15,3,5,8,0,0,0,0,M2 University of Washington
10,62,Ethan Cain,24,5,2,7,0,0,2,1,M2 University of Washington
11,7,Ethan Stark,25,3,4,7,2,0,59,1,M2 University of Washington
12,11,Gordon Delap,23,2,5,7,1,0,0,1,M2 University of Washington
13,61,Steven Chiu,4,3,1,4,0,0,4,0,M2 University of Washington
14,19,Thomas Mathieu,21,1,3,4,0,0,26,0,M2 University of Washington
15,76,Dave Lin,16,1,3,4,1,0,4,1,M2 University of Washington
16,91,Max Cantor,6,1,2,3,0,0,21,0,M2 University of Washington
17,22,Cameron Trader,17,0,3,3,0,0,0,0,M2 University of Washington
18,67,Jay Deshpande,10,1,1,2,0,0,0,0,M2 University of Washington
19,1,Bennett Jarvis,16,0,1,1,0,0,0,0,M2 University of Washington
20,32,Patrick Costa,14,0,1,1,0,0,0,0,M2 University of Washington
21,3,Ryan Featherman,5,0,0,0,0,0,0,0,M2 University of Washington
22,20,Christopher Kang,5,0,0,0,0,0,0,0,M2 University of Washington
0,27,Blake Baer,16,10,12,22,2,0,19,0,M2 University of Wyoming
1,8,Brady Griffin,16,10,4,14,1,1,19,2,M2 University of Wyoming
2,13,Bodi Morris,13,6,8,14,2,0,22,1,M2 University of Wyoming
3,6,Jacob Saunders,17,6,3,9,0,0,30,0,M2 University of Wyoming
4,18,Anthony Castronovo,16,2,4,6,0,0,22,0,M2 University of Wyoming
5,5,Cole Bryan,16,1,4,5,0,0,4,0,M2 University of Wyoming
6,15,Aidan Goff,16,1,3,4,0,0,66,0,M2 University of Wyoming
7,28,Jay Blythe,12,0,4,4,0,0,16,0,M2 University of Wyoming
8,26,Philip Crespin,15,1,2,3,0,0,10,0,M2 University of Wyoming
9,17,Collin Plitt,17,1,1,2,0,0,4,0,M2 University of Wyoming
10,16,Joseph Waddle,14,1,1,2,0,0,23,0,M2 University of Wyoming
11,2,Luke Iveison,15,0,2,2,0,0,8,0,M2 University of Wyoming
12,0,Tanner Varndell,1,1,0,1,0,0,0,0,M2 University of Wyoming
13,1,Matthew Mcdonald,15,0,1,1,0,0,0,0,M2 University of Wyoming
14,23,Michael Boatwright,17,0,0,0,0,0,22,0,M2 University of Wyoming
15,12,Hunter Johnson,4,0,0,0,0,0,0,0,M2 University of Wyoming
16,7,Matthew Loundagin,2,0,0,0,0,0,0,0,M2 University of Wyoming
17,0,Dain Asbell,1,0,0,0,0,0,0,0,M2 University of Wyoming
18,35,Andrew Pray,1,0,0,0,0,0,0,0,M2 University of Wyoming
19,36,Barron Bertagna,1,0,0,0,0,0,0,0,M2 University of Wyoming
0,12.0,Chris Cutshall,34,25,20,45,5,3,124,2,M2 Utah State University
1,7.0,Austin Moser,35,21,23,44,9,2,57,2,M2 Utah State University
2,55.0,Bradley Green,35,19,22,41,3,2,25,1,M2 Utah State University
3,4.0,Alec Moser,28,6,19,25,1,0,63,1,M2 Utah State University
4,29.0,Sean Johnston,35,16,8,24,0,0,14,0,M2 Utah State University
5,8.0,Brett Fernandez,35,7,16,23,4,0,48,1,M2 Utah State University
6,20.0,Chase Ball,33,3,19,22,1,0,98,1,M2 Utah State University
7,22.0,Conner Mckeachnie,35,6,10,16,1,0,50,0,M2 Utah State University
8,25.0,Olli Jansson,35,6,10,16,3,0,12,1,M2 Utah State University
9,42.0,Keegan Obrien,19,6,10,16,2,1,21,1,M2 Utah State University
10,28.0,Hunter Doyle,35,3,11,14,0,0,8,0,M2 Utah State University
11,77.0,Dalton Lallier,32,6,6,12,2,0,20,1,M2 Utah State University
12,23.0,Barak Broad,25,5,4,9,0,1,12,1,M2 Utah State University
13,17.0,Gavin Lubin,15,5,4,9,4,0,44,1,M2 Utah State University
14,19.0,Tomas Maciunas,18,5,3,8,0,0,4,0,M2 Utah State University
15,14.0,Shea Bryant,11,5,3,8,1,0,10,2,M2 Utah State University
16,5.0,William Christensen,15,1,4,5,0,0,2,0,M2 Utah State University
17,21.0,Terel Colemon,32,2,1,3,0,0,6,1,M2 Utah State University
18,26.0,Bridger Evans,35,0,2,2,0,0,4,0,M2 Utah State University
19,10.0,Tanner Baxendale,30,0,2,2,0,0,0,0,M2 Utah State University
20,14.0,Hunter Wood,13,1,0,1,0,0,0,0,M2 Utah State University
21,31.0,Ethan Wiese,12,0,1,1,0,0,0,0,M2 Utah State University
22,30.0,Colter Pritchard,21,0,0,0,0,0,0,0,M2 Utah State University
23,49.0,Chase Roper,14,0,0,0,0,0,8,0,M2 Utah State University
24,0.0,Christopher Panek,6,0,0,0,0,0,6,0,M2 Utah State University
25,33.0,Cody Grogan,4,0,0,0,0,0,0,0,M2 Utah State University
26,,cody grogan,1,0,0,0,0,0,0,0,M2 Utah State University
0,45,Adam Hill,23,11,7,18,2,1,20,1,M2 Utah Valley University
1,24,Trevor Fisher,23,8,10,18,4,0,69,0,M2 Utah Valley University
2,14,Brady Fisher,24,7,9,16,4,0,48,0,M2 Utah Valley University
3,10,Andrew Pyper,25,5,6,11,0,1,10,0,M2 Utah Valley University
4,40,Johnathon Baker,24,4,6,10,2,0,20,0,M2 Utah Valley University
5,19,Tanner Walker,24,6,1,7,1,1,2,1,M2 Utah Valley University
6,20,Joel Clark,23,5,2,7,2,0,2,0,M2 Utah Valley University
7,91,Kyle Watson,22,0,7,7,0,0,15,0,M2 Utah Valley University
8,11,Elden Brower,12,2,2,4,0,0,10,1,M2 Utah Valley University
9,71,Zach Baker,22,1,3,4,0,0,39,0,M2 Utah Valley University
10,42,Jonas Dengler,5,2,1,3,1,0,14,0,M2 Utah Valley University
11,72,Hayden Hill,15,1,2,3,0,0,12,0,M2 Utah Valley University
12,54,Sean Goar,25,0,3,3,0,0,22,0,M2 Utah Valley University
13,13,Dean Koopman,24,1,1,2,0,0,6,0,M2 Utah Valley University
14,9,Dalon Peck,22,1,1,2,1,0,4,0,M2 Utah Valley University
15,22,Brodie Kent,16,1,1,2,0,0,4,0,M2 Utah Valley University
16,5,Tyler Kesten,10,0,2,2,0,0,22,0,M2 Utah Valley University
17,17,Cody Thompson,8,0,2,2,0,0,8,0,M2 Utah Valley University
18,0,Tyler Kesten,4,0,1,1,0,0,6,0,M2 Utah Valley University
19,92,Aiden Oram,24,0,0,0,0,0,24,0,M2 Utah Valley University
20,30,Christian Jensen,20,0,0,0,0,0,0,0,M2 Utah Valley University
21,70,Keaton Morrison,20,0,0,0,0,0,0,0,M2 Utah Valley University
22,8,Teegan Kenworthy,13,0,0,0,0,0,2,0,M2 Utah Valley University
23,35,mason walsh,12,0,0,0,0,0,2,0,M2 Utah Valley University
24,35,Mason Walsh,10,0,0,0,0,0,0,0,M2 Utah Valley University
25,51,Hayden Tingey,9,0,0,0,0,0,2,0,M2 Utah Valley University
26,79,Adam Henkemeyer,9,0,0,0,0,0,4,0,M2 Utah Valley University
27,0,Ty Evans,6,0,0,0,0,0,2,0,M2 Utah Valley University
28,0,Dalon Peck,1,0,0,0,0,0,0,0,M2 Utah Valley University
29,29,Theodore Fyten,1,0,0,0,0,0,0,0,M2 Utah Valley University
0,15,Jake Landers,14,13,5,18,3,1,8,1,M2 Washington State University
1,19,Aiden Middlesworth,12,3,4,7,2,0,2,0,M2 Washington State University
2,89,Konner Greene,15,2,5,7,0,0,6,1,M2 Washington State University
3,13,Logan Jentz,15,3,3,6,1,0,26,0,M2 Washington State University
4,17,Trenton Spears,15,2,4,6,1,0,40,0,M2 Washington State University
5,16,Tucker Spino,15,2,2,4,0,0,16,0,M2 Washington State University
6,2,Kyle Beaumier,15,1,3,4,0,0,12,0,M2 Washington State University
7,24,Alex Schneider,15,1,2,3,0,0,20,0,M2 Washington State University
8,52,Nicholas Torres,15,1,1,2,0,0,47,1,M2 Washington State University
9,4,Thomas Speer,13,1,1,2,0,1,4,0,M2 Washington State University
10,8,Daniel Litchfield,8,1,1,2,1,0,4,0,M2 Washington State University
11,39,Jared Felix,2,1,1,2,0,0,0,0,M2 Washington State University
12,18,Dakota Dorow,15,1,0,1,0,0,0,1,M2 Washington State University
13,22,Robert Miyoshi,14,1,0,1,1,0,0,1,M2 Washington State University
14,9,Brett Ewing,15,0,1,1,0,0,6,0,M2 Washington State University
15,12,Nolan Koziel,15,0,1,1,0,0,10,0,M2 Washington State University
16,16,Sean Thornburgh,15,0,0,0,0,0,0,0,M2 Washington State University
17,28,Nicholas Woodard,15,0,0,0,0,0,6,0,M2 Washington State University
18,29,Kane Paxton,15,0,0,0,0,0,0,0,M2 Washington State University
19,61,Bryan Hooker,15,0,0,0,0,0,19,0,M2 Washington State University
20,26,Brenden Rappazzo,14,0,0,0,0,0,2,0,M2 Washington State University
21,33,Cameron Hansen,12,0,0,0,0,0,2,0,M2 Washington State University
22,55,Logan Weyand,5,0,0,0,0,0,0,0,M2 Washington State University
23,10,Isaac Barragan,3,0,0,0,0,0,2,0,M2 Washington State University
0,12,William Fobair,34,32,35,67,15,1,19,4,M2 Weber State University
1,77,Bryon Fobair,31,29,29,58,14,1,44,2,M2 Weber State University
2,18,Jakob Besnilian,24,15,31,46,4,0,36,3,M2 Weber State University
3,19,Jeremy Regeon,34,11,26,37,6,0,54,2,M2 Weber State University
4,37,Joel Johnson,33,10,19,29,1,0,14,1,M2 Weber State University
5,22,Dakota Fox,29,9,13,22,3,0,24,2,M2 Weber State University
6,9,Jakade Kapinos,32,8,9,17,1,1,4,0,M2 Weber State University
7,80,Andrew Gorges,27,5,10,15,1,1,26,0,M2 Weber State University
8,3,Thomas Simpson,33,5,8,13,2,0,4,1,M2 Weber State University
9,71,Ryan Berrett,32,11,1,12,1,0,22,0,M2 Weber State University
10,7,Kody Goodwin,35,3,9,12,1,0,40,0,M2 Weber State University
11,25,Jacob Schneider,35,3,7,10,0,0,6,0,M2 Weber State University
12,4,Kennedy Gorges,32,2,7,9,1,0,30,0,M2 Weber State University
13,13,Ryan Brown,33,1,7,8,0,0,10,1,M2 Weber State University
14,6,Carson Abercrombie,34,4,3,7,0,0,45,0,M2 Weber State University
15,24,Bronson Fox,27,3,4,7,0,1,16,2,M2 Weber State University
16,27,Kyle Waronker,32,2,4,6,1,0,8,0,M2 Weber State University
17,88,Weston Walker,14,2,2,4,0,0,6,0,M2 Weber State University
18,15,Carter Fritz,26,1,3,4,1,0,31,0,M2 Weber State University
19,44,Jordan Jaramillo,19,1,3,4,0,0,2,0,M2 Weber State University
20,55,Kayden Houser,22,1,1,2,0,0,8,0,M2 Weber State University
21,29,Kyle Lane,22,0,1,1,0,0,2,0,M2 Weber State University
22,31,Logan Alam,8,0,0,0,0,0,0,0,M2 Weber State University
23,35,Trenton Wendt,5,0,0,0,0,0,0,0,M2 Weber State University
24,10,Scott Hersch,1,0,0,0,0,0,0,0,M2 Weber State University
0,10,Andrew Gammel,23,14,33,47,3,0,11,1,M2 Western Washington University
1,16,Mark MacDonald,23,14,31,45,5,0,54,4,M2 Western Washington University
2,8,Iver Jackson,21,25,14,39,6,0,18,1,M2 Western Washington University
3,17,Alex Stoneham,17,11,22,33,1,1,27,1,M2 Western Washington University
4,6,Jacob Mabaquiao,17,4,12,16,0,0,8,0,M2 Western Washington University
5,18,Liam Myers,23,12,3,15,2,0,24,2,M2 Western Washington University
6,91,Adam Gammel,22,2,8,10,0,0,2,1,M2 Western Washington University
7,13,Soren Cooley,18,1,9,10,0,0,6,0,M2 Western Washington University
8,26,Lucas Fantin,21,4,5,9,1,0,24,0,M2 Western Washington University
9,23,Jacob Robison,23,1,8,9,1,0,17,0,M2 Western Washington University
10,48,Campbell McDonald,19,4,3,7,0,0,24,1,M2 Western Washington University
11,12,Jack Mccallum,13,2,5,7,0,0,6,0,M2 Western Washington University
12,15,Hunter Boivin,19,2,4,6,0,0,5,0,M2 Western Washington University
13,21,Cameron Smith,17,2,3,5,0,0,2,0,M2 Western Washington University
14,2,Keats Montrose,17,2,2,4,0,0,0,0,M2 Western Washington University
15,20,Joseph Thomsen,10,1,2,3,0,0,0,1,M2 Western Washington University
16,28,Joshua Thomas Aylett,7,1,2,3,0,0,0,0,M2 Western Washington University
17,31,Jake Holden,18,0,3,3,0,0,0,0,M2 Western Washington University
18,19,Andrew Hoitink,12,1,1,2,0,0,4,0,M2 Western Washington University
19,24,Cameron Budnick,17,0,2,2,0,0,4,0,M2 Western Washington University
20,0,Dawson Roberts,3,0,2,2,0,0,2,0,M2 Western Washington University
21,0,Kyle Hoffman,3,0,2,2,0,0,4,0,M2 Western Washington University
22,22,Henry Ledyard,20,1,0,1,0,0,4,0,M2 Western Washington University
23,7,Corbin Benson,15,1,0,1,0,0,0,0,M2 Western Washington University
24,11,Hank Hammle,1,1,0,1,1,0,0,0,M2 Western Washington University
25,14,Evan Cloutier,18,0,1,1,0,0,0,0,M2 Western Washington University
26,27,Bailey McNany,11,0,0,0,0,0,6,0,M2 Western Washington University
27,1,Hunter Warren,6,0,0,0,0,0,0,0,M2 Western Washington University
28,0,John Hilts,0,0,0,0,0,0,0,0,M2 Western Washington University
0,24,Wade Auger,39,18,35,53,8,0,70,3,M2 Williston State College
1,7,Blake Zabinski,39,19,29,48,4,0,52,1,M2 Williston State College
2,5,Dylan Borseth,37,16,20,36,8,0,49,2,M2 Williston State College
3,9,Tanner Davis,39,12,19,31,5,0,8,0,M2 Williston State College
