,Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team,img,imgx
3508,25,35,Grant Campbell,8,0,0,0,0,0,0,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3509,26,28,Carson Lamprecht,3,0,0,0,0,0,2,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3510,0,21.0,Zachary Lane,34,25,21,46,9,0,26,2,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3511,1,6.0,Ryan Padden,34,17,25,42,6,1,20,3,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3512,2,23.0,Ryan Perius,31,17,22,39,6,1,14,1,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3513,3,3.0,Kody Thomas,35,10,21,31,6,0,8,2,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3514,4,43.0,Jack Coon,33,16,11,27,4,0,18,2,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3515,5,15.0,Britt Courneya,34,17,9,26,2,0,12,2,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3516,6,16.0,Connor Stefan,22,6,13,19,1,0,27,1,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3517,7,2.0,Daniel Davis,35,6,12,18,2,0,16,1,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3518,8,8.0,Josiah Pilskalns,32,6,7,13,1,0,14,1,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3519,9,0.0,Jay Forbes,10,4,7,11,3,0,16,1,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3520,10,24.0,Sam Coulter,35,3,8,11,0,1,32,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3521,11,13.0,James Seielstad,31,3,8,11,3,0,45,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3522,12,42.0,Lance Matheson,26,3,8,11,0,0,23,1,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3523,13,89.0,Karsten Kleiner,29,4,5,9,0,0,13,1,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3524,14,25.0,Ben Carlson,35,5,3,8,0,0,0,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3525,15,18.0,Grant Epple,22,4,2,6,0,1,30,1,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3526,16,93.0,Ross Jewell,31,2,4,6,0,0,82,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3527,17,5.0,Rhys Phelps,11,1,4,5,0,0,12,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3528,18,14.0,Nicholas Stellmack,28,1,2,3,0,0,2,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3529,19,88.0,Orion Herman,24,0,3,3,0,0,10,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3530,20,0.0,Lucas Solanik,11,2,0,2,0,0,10,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3531,21,,Jay Forbes,1,1,1,2,0,0,2,1,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3532,22,10.0,Garrett Nash,13,1,0,1,0,0,0,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3533,23,27.0,Taylor Padden,24,0,1,1,0,0,2,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3534,24,35.0,Brock Vosburgh,21,0,1,1,0,0,2,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3535,25,7.0,Russell Conti,9,0,1,1,0,0,12,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3536,26,22.0,Brice Beisher,9,0,1,1,0,0,4,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3537,27,4.0,Joshua Hubert,8,0,0,0,0,0,0,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3538,28,1.0,Patrick Healy,7,0,0,0,0,0,0,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3539,29,,Lucas Solanik,1,0,0,0,0,0,2,0,M2 Montana State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514106.gif
3540,0,27,Daniel Dvorak,29,28,53,81,10,0,4,3,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3541,1,9,Zach Goberis,22,39,34,73,11,1,32,4,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3542,2,21,Austin Shea,26,27,39,66,10,2,34,2,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3543,3,29,Blaine Minatra,20,21,14,35,5,0,12,3,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3544,4,3,Corey Hard,29,14,18,32,5,1,15,2,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3545,5,28,Jake Dosen,29,11,16,27,3,2,18,1,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3546,6,4,Dylan Van Leuwen Hall,24,9,15,24,0,0,31,2,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3547,7,13,Ben Novy,18,3,17,20,2,0,31,1,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3548,8,77,Steven Frankel,23,9,8,17,4,0,54,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3549,9,16,Josh Cox,29,7,10,17,1,0,8,1,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3550,10,23,Cameron Gardner,26,5,6,11,0,0,8,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3551,11,26,Andrew Dondelinger,25,5,6,11,1,0,4,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3552,12,6,Andrew Garcia,20,4,6,10,1,0,16,1,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3553,13,24,Zakariya Nameh,28,1,9,10,0,0,13,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3554,14,10,Jarod Ackerman,20,4,5,9,0,0,34,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3555,15,18,Cody Pisciola,27,1,6,7,0,0,18,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3556,16,25,Jonah Hawkins,20,1,6,7,0,0,8,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3557,17,15,Cooper Davis,25,3,3,6,0,0,8,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3558,18,8,Armando Fowler,21,2,4,6,0,0,4,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3559,19,44,Eric Tyler Larson,12,2,4,6,0,0,8,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3560,20,20,Hunter Behrens,23,0,6,6,0,0,59,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3561,21,22,Brecken Reiman,18,1,3,4,0,0,6,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3562,22,11,Evan Tasker,16,1,3,4,1,0,58,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3563,23,33,Jake Larson,18,0,2,2,0,0,0,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3564,24,31,Eric Fedorco,4,0,1,1,0,0,0,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3565,25,91,Zach Schwenk,4,0,0,0,0,0,2,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3566,26,35,Hampus Akesson,2,0,0,0,0,0,0,0,M2 MSU-Denver,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754057.gif
3567,0,27,Malachi Bushey,27,13,23,36,4,0,30,3,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3568,1,18,Jakob Nelson,27,8,18,26,0,0,8,2,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3569,2,4,Jordan Nolan,27,6,15,21,1,1,8,1,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3570,3,22,Jeremy Mills,25,12,8,20,3,0,16,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3571,4,26,Rayce Miller,20,7,10,17,2,0,12,1,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3572,5,24,Nick Ligocki,26,3,13,16,1,0,12,1,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3573,6,29,Ian Acuna,25,9,4,13,0,0,6,1,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3574,7,9,Kellen Ireland,24,6,6,12,2,0,14,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3575,8,10,Cole Tiedemann,27,5,6,11,0,0,80,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3576,9,16,Dimitri Thorsen,28,1,9,10,1,0,42,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3577,10,12,Tucker Honing,28,6,2,8,1,0,20,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3578,11,2,Jake Beck,27,2,6,8,0,0,10,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3579,12,17,Demetrius Johnson,26,6,1,7,1,0,68,2,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3580,13,20,Nick Pizzey,26,0,7,7,0,0,4,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3581,14,11,Brendan Jester,7,3,3,6,2,0,0,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3582,15,6,Ysidro Gravelle,20,2,4,6,0,0,4,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3583,16,28,Ashton Donovan,13,2,4,6,0,0,6,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3584,17,25,Evan Shupe,13,0,5,5,0,0,6,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3585,18,15,Joseph Mcnamara,7,1,3,4,0,0,2,1,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3586,19,8,Tegan Harrington,4,1,3,4,0,0,6,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3587,20,13,Benjamin Deming,8,1,2,3,0,0,2,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3588,21,21,Joel Tessmer,13,1,0,1,0,0,0,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3589,22,7,Caden Austin,6,1,0,1,0,0,2,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3590,23,14,Dain Austin,28,0,1,1,0,0,4,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3591,24,30,Christian Ross,16,0,0,0,0,0,0,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3592,25,33,Taz Joplin,15,0,0,0,0,0,0,0,M2 Northern Arizona University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514120.gif
3593,0,21,Artem Klein,22,16,45,61,3,0,6,3,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3594,1,7,Derian Theberge,26,23,22,45,2,1,13,2,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3595,2,26,Blake Reed,29,23,16,39,5,0,103,2,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3596,3,71,Ian Stentz,21,17,21,38,5,0,4,1,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3597,4,25,Michael Pellegrino,31,12,17,29,3,0,21,2,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3598,5,9,Aaron Mayer,17,12,17,29,2,0,10,0,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3599,6,14,Elisha Reece,31,10,13,23,3,1,14,1,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3600,7,17,Mickey Sullivan,28,12,10,22,1,0,10,2,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3601,8,11,Devyn Taras,31,10,11,21,2,0,21,2,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3602,9,20,Brian Milner,28,8,12,20,2,0,64,1,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3603,10,18,Wesley Varrasso,30,4,10,14,1,0,115,1,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3604,11,29,Reece Breuckman,29,2,11,13,0,1,10,1,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3605,12,24,Callum Mcrae,30,1,12,13,0,1,12,0,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3606,13,2,Adrien Wisch,24,5,7,12,1,0,4,1,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3607,14,10,Aiden Perez,24,2,9,11,0,0,2,0,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3608,15,13,Evan Kordovi,27,2,6,8,0,0,14,0,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3609,16,5,Andrew Hoy,22,3,2,5,0,1,10,0,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3610,17,16,Brandon Roselli,20,2,2,4,0,0,2,0,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3611,18,3,Curtis Maltby,27,1,2,3,0,0,8,0,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3612,19,15,Mason Cook,23,1,2,3,0,0,0,0,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3613,20,22,Connor Reid,17,2,0,2,0,0,4,0,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3614,21,31,Nick Ilvento,32,0,1,1,0,0,0,0,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3615,22,23,Nolan Mcrae,18,0,1,1,0,0,8,0,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3616,23,19,Michael Sorel,11,0,1,1,0,0,2,0,M2 San Diego State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724021.png
3617,0,71,Nicholas Veren,24,14,20,34,6,0,28,1,M2 San Jose State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754179.png
3618,1,27,Emmanuele Tonna,24,7,18,25,2,0,22,2,M2 San Jose State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754179.png
3619,2,6,Christopher Dysart,24,14,8,22,2,0,14,2,M2 San Jose State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754179.png
3620,3,83,Evan Pace,24,9,11,20,2,0,46,1,M2 San Jose State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754179.png
3621,4,10,Donald Howell,19,9,9,18,2,1,38,2,M2 San Jose State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754179.png
3622,5,15,Ryan Lothman,24,5,10,15,2,0,20,0,M2 San Jose State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754179.png
3623,6,81,Anthony Carter,22,6,8,14,1,0,46,0,M2 San Jose State University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754179.png
