,Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team,img,imgx
3337,22,23,Parker Burley,18,0,0,0,0,0,0,0,M2 CSU- Long Beach,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514034.gif
3338,23,1,Brandon Rex,10,0,0,0,0,0,0,0,M2 CSU- Long Beach,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514034.gif
3339,24,20,Nick Tolin,3,0,0,0,0,0,4,0,M2 CSU- Long Beach,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514034.gif
3340,25,32,Lucas Franssen,1,0,0,0,0,0,0,0,M2 CSU- Long Beach,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514034.gif
3341,26,32,Albert Lee,0,0,0,0,0,0,0,0,M2 CSU- Long Beach,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514034.gif
3342,0,9,Enrique Galvan,16,19,13,32,4,0,8,2,M2 CSU-Bakersfield,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team758195.gif
3343,1,20,Brandon StLouis,16,8,19,27,0,0,0,0,M2 CSU-Bakersfield,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team758195.gif
3344,2,2,Houston Reichel,16,7,13,20,0,0,20,1,M2 CSU-Bakersfield,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team758195.gif
3345,3,21,Brian Martinez,16,9,10,19,3,0,6,0,M2 CSU-Bakersfield,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team758195.gif
3346,4,14,Bryan Mccord,16,11,3,14,1,0,8,1,M2 CSU-Bakersfield,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team758195.gif
3347,5,18,Joseph Brown,16,3,8,11,0,0,30,0,M2 CSU-Bakersfield,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team758195.gif
3348,6,13,Niko Katsantonis,15,5,3,8,1,0,6,0,M2 CSU-Bakersfield,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team758195.gif
3349,7,12,Kyle Garza,8,0,5,5,0,0,6,0,M2 CSU-Bakersfield,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team758195.gif
3350,8,11,Grayson Burt,16,2,2,4,0,0,14,0,M2 CSU-Bakersfield,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team758195.gif
3351,9,30,Nathan Schwimmer,16,0,0,0,0,0,0,0,M2 CSU-Bakersfield,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team758195.gif
3352,10,16,David Romero,4,0,0,0,0,0,6,0,M2 CSU-Bakersfield,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team758195.gif
3353,11,10,Mark Majewski,1,0,0,0,0,0,0,0,M2 CSU-Bakersfield,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team758195.gif
3354,0,13,James Maloney,18,21,25,46,1,1,6,1,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3355,1,10,Dylan Kammer,18,10,19,29,3,0,0,2,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3356,2,21,James Hayton,18,9,10,19,0,0,22,1,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3357,3,67,Toyo Kaneko,9,8,11,19,1,0,2,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3358,4,26,Eric Bampenchow,17,7,8,15,0,0,6,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3359,5,77,Blake Miller,18,7,6,13,0,0,12,1,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3360,6,67,Will Feider,17,6,5,11,0,0,2,2,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3361,7,3,Ethan Kreller,17,5,4,9,3,0,6,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3362,8,16,Ryan Cordes,12,5,3,8,0,0,41,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3363,9,0,Julius Menendez,7,0,5,5,0,0,4,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3364,10,24,Ruslan Patterson,18,1,3,4,0,0,8,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3365,11,0,Josh Jobse,9,1,2,3,0,0,0,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3366,12,58,Cade Gunstream,18,2,0,2,0,0,2,1,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3367,13,6,Spencer Rollins,7,2,0,2,0,0,2,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3368,14,23,Peter Toelkes,16,0,2,2,0,0,6,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3369,15,70,Gabe Zelico,12,0,1,1,0,0,0,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3370,16,30,Zachary Grago,7,0,0,0,0,0,0,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3371,17,11,Drew Phillips,5,0,0,0,0,0,2,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3372,18,9,Nick Paulos,2,0,0,0,0,0,0,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3373,19,77,Carlos Rich,2,0,0,0,0,0,0,0,M2 CSU-Fullerton,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514036.gif
3374,0,77,Logan Robinson,30,17,14,31,4,0,93,3,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3375,1,15,Zane Macdonald,31,14,16,30,4,2,4,1,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3376,2,91,Blake Carpenter,27,9,13,22,3,0,18,0,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3377,3,94,Tucker Alspaugh,27,8,14,22,1,0,8,4,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3378,4,89,Donald Gaudreault,30,7,13,20,0,0,8,1,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3379,5,55,Daniel Nomerstad,28,12,5,17,4,1,18,1,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3380,6,23,Phillip Parisien,30,5,9,14,3,0,22,0,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3381,7,2,Riley Olson,31,3,10,13,0,0,10,1,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3382,8,5,Dante Von Mullin,29,1,12,13,0,0,42,0,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3383,9,21,Kyle Wahoski,19,5,6,11,1,1,16,0,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3384,10,7,Jack Dunnell,26,2,7,9,0,0,32,1,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3385,11,44,Bubba Strain,28,6,2,8,0,0,20,0,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3386,12,20,Pierce Martin,31,2,6,8,1,0,6,1,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3387,13,9,Peyton Treichel,29,3,3,6,0,0,33,1,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3388,14,16,Alex Hoffert,31,2,4,6,0,0,22,0,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3389,15,31,Matt Trulsen,20,0,4,4,0,0,8,0,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3390,16,14,Nic Vercaigne,30,1,1,2,0,0,6,0,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3391,17,42,Jordan Rink,16,0,2,2,0,0,0,0,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3392,18,35,Nicholas Corneliusen,11,0,0,0,0,0,0,0,M2 Dakota College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754089.png
3393,0,8,Spence Cowand,32,45,34,79,5,2,12,3,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3394,1,2,Trenton Lee,32,24,43,67,3,0,22,1,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3395,2,29,Brett Stevens,32,15,33,48,2,0,32,2,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3396,3,5,Anthony Blakley,32,24,21,45,1,0,50,4,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3397,4,11,Mark Miller,32,18,26,44,3,0,57,2,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3398,5,17,Jeremy Fortner,31,14,14,28,3,0,14,1,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3399,6,10,Christian Beckett,29,14,13,27,4,0,16,0,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3400,7,9,Lane Haught,27,8,13,21,0,0,22,0,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3401,8,14,Austin Hill,31,10,10,20,1,1,8,2,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3402,9,16,Arturo Garcia,30,3,14,17,0,0,12,1,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3403,10,23,William Taylor,23,2,9,11,0,0,10,0,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3404,11,6,Noah Ledbetter,32,3,6,9,1,0,33,1,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3405,12,25,John Canavan,32,0,9,9,0,0,0,0,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3406,13,15,Zach Turner,26,3,5,8,0,0,10,0,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3407,14,7,Hunter Miller,32,4,3,7,0,0,8,0,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3408,15,22,Everett Beavers,32,4,2,6,0,0,15,1,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3409,16,21,Kaleb Ziegler,29,3,2,5,0,1,69,0,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3410,17,13,Matthew Birdwell,16,0,3,3,0,0,4,0,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3411,18,1,Randall Miller,29,0,0,0,0,0,2,0,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3412,19,32,William Jackson,5,0,0,0,0,0,0,0,M2 Dallas Baptist University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team724115.png
3413,0,29,Mitch Hunt,30,25,13,38,5,0,118,1,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3414,1,26,Austin Azzinaro,32,20,12,32,3,2,56,3,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3415,2,2,Chad Haywood,32,7,18,25,1,0,22,1,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3416,3,19,Zachery Mindermann,28,9,15,24,1,1,23,2,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3417,4,4,Reed Kaiser,14,9,5,14,1,0,47,1,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3418,5,10,Jake Best,23,5,8,13,1,0,6,2,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3419,6,6,Paxton Dinwoodie,32,4,9,13,0,0,19,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3420,7,11,Shane Smith,30,6,6,12,0,0,44,2,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3421,8,16,Joseph Porco,30,1,10,11,0,0,62,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3422,9,14,Jason Shuck,26,2,7,9,0,0,56,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3423,10,9,Brendan Bice,28,1,8,9,0,0,20,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3424,11,74,Hayden Boring,10,3,5,8,0,1,4,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3425,12,15,Byron Walker,29,2,6,8,0,0,27,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3426,13,25,Jimmy Frey,21,4,3,7,1,0,98,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3427,14,22,Brendan Phillips,21,3,4,7,0,0,4,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3428,15,21,Stephen Huisking,13,2,3,5,1,0,2,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3429,16,5,Zach Meicho,21,1,4,5,0,0,18,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3430,17,27,Will Mix,6,0,5,5,0,0,4,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3431,18,3,Brett Sparks,19,1,3,4,0,0,4,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3432,19,23,Adam Kennedy,30,1,2,3,0,0,2,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3433,20,12,Lane Eriks,27,1,2,3,0,0,6,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3434,21,0,Branden Stevenson,4,1,2,3,1,0,2,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3435,22,13,Asa Cheney,26,1,1,2,0,0,23,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3436,23,1,Wyatt Monear,19,0,2,2,0,0,4,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3437,24,17,Jensen Baehr,14,1,0,1,0,0,14,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3438,25,37,Jake Bowen,8,0,0,0,0,0,10,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3439,26,35,Austin Kirby,5,0,0,0,0,0,0,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3440,27,32,Spencer Burton,4,0,0,0,0,0,0,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3441,28,28,Gregory Lind,1,0,0,0,0,0,0,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3442,29,0,Brendan Phillipps,0,0,0,0,0,0,0,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3443,30,0,Casey Schielke,0,0,0,0,0,0,0,0,M2 Eastern Washington University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team631703.gif
3444,0,13,Tim Mills,5,2,2,4,0,0,0,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3445,1,11,Michael Baer,2,2,1,3,0,0,0,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3446,2,9,Branigan Roy,5,0,3,3,0,0,0,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3447,3,20,Lucas GerdaPere,5,1,1,2,0,0,2,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3448,4,8,Alex Schwaltz Ryan Moore,5,0,2,2,0,0,8,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3449,5,98,Adrian Osborne,3,0,2,2,0,0,4,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3450,6,67,Keith Reynolds,5,1,0,1,0,0,0,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3451,7,92,Brennan Cronk,5,1,0,1,1,0,4,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3452,8,98,Bandan Darf,3,1,0,1,0,0,2,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3453,9,3,Ryan Moore,5,0,1,1,0,0,6,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3454,10,15,Michael Gasser,5,0,0,0,0,0,0,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3455,11,17,Nilay Murty,5,0,0,0,0,0,0,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3456,12,97,Parker Ramirez,5,0,0,0,0,0,0,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3457,13,1,Tristen Sajer,4,0,0,0,0,0,0,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3458,14,76,Trent,4,0,0,0,0,0,0,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3459,15,2,Skye Clark,3,0,0,0,0,0,2,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3460,16,75,Duke Dawson,2,0,0,0,0,0,0,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3461,17,1,Dawson,1,0,0,0,0,0,0,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3462,18,11,Adrian Ossorue,1,0,0,0,0,0,0,0,M2 Gonzaga University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514065.gif
3463,0,81,Cameron Wojnicki,21,7,11,18,4,0,36,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3464,1,16,Collin Marx,23,0,10,10,0,0,30,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3465,2,21,Ethan Prater,16,5,3,8,1,0,34,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3466,3,27,Drew Murchison,25,5,2,7,1,0,12,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3467,4,77,Gabe Lomen,23,2,3,5,1,0,25,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3468,5,23,Zachery Houck,23,2,2,4,0,0,2,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3469,6,7,Mike Hay,20,1,3,4,0,0,10,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3470,7,15,Teddy Havener,9,1,3,4,0,0,12,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3471,8,24,Gabriel Rankin,19,2,1,3,0,0,35,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3472,9,10,Payton Hovila,24,1,2,3,1,0,13,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3473,10,18,Peyton Hill,22,1,2,3,0,0,43,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3474,11,28,Parker McNamara,10,1,2,3,0,0,4,1,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3475,12,9,Spencer Goodwin,22,2,0,2,0,0,8,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3476,13,19,TJ Steger,24,1,1,2,0,0,6,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3477,14,12,Malik Lamotte-Stokes,24,0,2,2,0,0,8,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3478,15,43,Zachary Nasternak,18,0,2,2,0,0,26,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3479,16,22,Conor Irby,20,1,0,1,1,0,0,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3480,17,33,Gabe Lepper,22,0,0,0,0,0,0,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3481,18,31,Bobby Lucas,15,0,0,0,0,0,0,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3482,19,11,Jacob McHenry,7,0,0,0,0,0,2,0,M2 Grand Canyon University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726349.gif
3483,0,48,Austin Billings,26,24,22,46,7,1,21,5,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3484,1,14,Brian Clem,23,21,13,34,4,3,8,6,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3485,2,9,Justin Hertz,25,17,15,32,3,1,40,1,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3486,3,19,Chris Manzer,26,22,5,27,2,0,26,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3487,4,4,Gabi Rodriguez,26,7,19,26,0,1,14,2,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3488,5,89,Ryan Hirai,20,7,17,24,1,0,16,1,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3489,6,16,Connor Kilkenny,23,9,13,22,1,0,34,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3490,7,11,Eric Anderson,23,8,13,21,0,1,36,1,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3491,8,26,Cameron Andrade,24,6,15,21,3,0,20,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3492,9,54,Gregory Bennett,22,2,12,14,1,0,62,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3493,10,18,Robby Mcclellan,27,4,7,11,3,0,14,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3494,11,68,Alexander Swenson Lennox,27,4,7,11,1,0,2,1,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3495,12,44,Cole Montoya,24,1,7,8,0,0,6,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3496,13,7,Spencer Knapp,20,2,2,4,0,0,4,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3497,14,22,Jacob Benson,14,2,2,4,0,0,8,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3498,15,8,David Valencia,25,1,3,4,0,0,4,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3499,16,5,Joost Aalmans,17,1,2,3,0,0,2,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3500,17,88,Thomas Bennett,24,0,3,3,0,0,18,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3501,18,20,Matt Sedgwick,14,0,3,3,0,0,10,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3502,19,13,Jake Herzog,21,2,0,2,0,0,16,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3503,20,17,Timothy Lew,18,0,1,1,0,0,4,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3504,21,87,William Fraipont,13,0,1,1,0,0,2,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3505,22,33,Jason Footlick,20,0,0,0,0,0,6,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3506,23,24,Christopher Jansky,9,0,0,0,0,0,0,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
3507,24,29,Austin Walsh,8,0,0,0,0,0,2,0,M2 Loyola Marymount University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team721922.png
